jojo.h, 5, 2, 1, 1
clean.h, 5, 2, 1, 1
clean.h, 0, 0, 0, 0
C:\Projects\compressor\compressor.py, 30, 0, 0, 0
compressor.py, 0, 0, 0, 0
compressor.py, 0, 0, 0, 0
compressor.py, 30, 0, 0, 0
compressor.py, 30, 0, 0, 0
